记录日期,订单号,订单号查重,客户订单总数,物流状态,是否收到退货/退货单据,是否退运费,是否退运费险,退款原因分类,具体操作要求,最终退款金额（美元）,退款日期,创建人,备注,父记录
2025/11/25,LC8108706,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,,2025/11/26,高慧慧,无需退款,
2025/11/25,LC8110432,,,已发货,是,不退运费,不退运费险,产品问题,4件退全款,240.48,2025/11/26,高慧慧,,
2025/11/25,LC8111598,,,已发货,是,不退运费,不退运费险,产品问题,2件退全款,135.84,2025/11/26,高慧慧,,
2025/11/25,LC8109678,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,72.53,2025/11/26,陈楚文,€62.96 EUR,
2025/11/25,LC8110220,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,91.56,2025/11/26,陈楚文,€79.16 EUR,
2025/11/26," LC8111292",,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,62.13,2025/11/27,高慧慧,$95.20 AUD,
2025/11/26,LC8112243,,,未发货且标记取消,否,退运费,退运费险,缺货问题,退整单,94.82,2025/11/27,高慧慧,,
2025/11/26,LC8108908,单号登记重复，请检查,,已发货,否,不退运费,不退运费险,产品问题,"1件退40%
MXD64-NavyBlue-M",32.27,2025/11/27,高慧慧,,
2025/11/26,LC871421,,,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
OT53-OpticWhite-S
OT58-Rosa-S
MXD35-VerdantGreen-S",220.76,2025/11/27,高慧慧,,
2025/11/26,LC8112935,,,已发货,否,退运费,退运费险,券/折扣问题,客户加购多一件外套，金额满足免邮条款。退运费和运费险还有差价，合计退38.38刀,38.38,2025/11/27,陈楚文,,
2025/11/26,LC8110497,,,已发货,是,不退运费,不退运费险,产品问题,3件退全款,280.36,2025/11/27,高慧慧,$429.60 AUD,
2025/11/26,LC8110484,,,已发货,是,不退运费,不退运费险,产品问题,2件退全款,167.73,2025/11/27,高慧慧,$257.00 AUD,
2025/11/26,LC8111496,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,85.41,2025/11/27,陈楚文,,
2025/11/26,LC899323,,,已发货,是,不退运费,不退运费险,产品问题,2件退全款,147,2025/11/27,陈楚文,⁠$225.25 AUD,
2025/11/26,LC8105582,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,75.91,2025/11/27,高慧慧,,
2025/11/26,LC8107028,,,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
   MDD130-RaspberryRed-S",99.9,2025/11/27,高慧慧,,
2025/11/26,LC8107122,,,已发货,是,不退运费,不退运费险,产品问题,5件退全款,403.87,2025/11/27,高慧慧,€348.10 EUR,
2025/11/26,LC8107134,,,已发货,是,不退运费,不退运费险,产品问题,"4件退全款
   OT25-MineralBlue-XL
   LWS-PT21TBL-XL
   SHT43-AquaBlue-XL
   LWS-PT21LDGY-XL",305.64,2025/11/27,高慧慧,,
2025/11/26,LC8107948,,,已发货,是,不退运费,不退运费险,产品问题,3件退全款,203.76,2025/11/27,高慧慧,,
2025/11/26,LC8108707,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,177.62,2025/11/27,高慧慧,€153.09 EUR,
2025/11/26,LC8109176,,,已发货,是,不退运费,不退运费险,产品问题,10件退全款,986.4,2025/11/27,高慧慧,,
2025/11/26,LC8109825,,,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
   MXD64-NavyBlue-M",82.73,2025/11/27,高慧慧,,
2025/11/26,LC8109963,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,85.41,2025/11/27,高慧慧,,
2025/11/26,LC8110045,,,已发货,是,不退运费,不退运费险,产品问题,4件退全款,357.6,2025/11/27,高慧慧,,
2025/11/26,LC8110082,,,已发货,是,不退运费,不退运费险,产品问题,2件退全款,167.04,2025/11/27,高慧慧,,
2025/11/26,LC8110599,,,已发货,是,不退运费,不退运费险,产品问题,2件退全款,159.76,2025/11/27,高慧慧,$244.80 AUD,
2025/11/26,LC8110814,,,已发货,是,不退运费,不退运费险,产品问题,"4件退全款
   OT33-SunsetPlaid-XL
   MDD125-NavyBlue-XXL
   MXD57-NavyBlue-XXL
   LOT18-NavyBlue-XXL",247.68,2025/11/27,高慧慧,,
2025/11/26,LC8111014,,,已发货,是,不退运费,不退运费险,产品问题,3件退全款,227.76,2025/11/27,高慧慧,,
2025/11/26,LC8111025,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,88.24,2025/11/27,高慧慧,£66.60 GBP,
2025/11/26,LC8111101,,,已发货,是,不退运费,不退运费险,产品问题,5件退全款,323.6,2025/11/27,高慧慧,,
2025/11/26,LC8111137,,,已发货,是,不退运费,不退运费险,产品问题,"5件退全款
   LWS-MDD151BL-L
   MDD126-BlossomNavy-M
   MXD56-BurgundyRed-M
   lws-mxd16pk-l
   MDD151-DarkPurple-L",418,2025/11/27,高慧慧,,
2025/11/26,LC8111297,,,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
   PT9-NeutralGrey-M",84.9,2025/11/27,高慧慧,,
2025/11/26,LC8111564,,,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
   MDD108-NavyBlue-L
   MDD108-AquaBlue-L",207.84,2025/11/27,高慧慧,,
2025/11/26,LC8112424,,,未发货,否,退运费,退运费险,订单异常/取消/修改订单,整单退 退运费险,202.84,2025/11/27,DiningJia(贾迪宁）,£153.00 GBP,
2025/11/26,LC8108899,,,已发货,是,不退运费,不退运费险,产品问题,"1件全退
PT58-NavyBlue-M",76.98,2025/11/27,DiningJia(贾迪宁）,£58.50 GBP,
2025/11/27,LC8112762,,,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退 退运费险,99.81,2025/11/28,DiningJia(贾迪宁）,,
2025/11/27,LC8112488,,,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,整单退 退运费险,112.8,2025/11/28,DiningJia(贾迪宁）,,
2025/11/27,LC8113391,,,已发货,否,不退运费,不退运费险,券/折扣问题,1件退10%,7.99,2025/11/28,高慧慧,,
2025/11/27,LC8108036,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,93.42,2025/11/28,陈楚文,,
2025/11/27,LC8113263,单号登记重复，请检查,,未发货且标记取消,否,不退运费,不退运费险,订单异常/取消/修改订单,"1件退全款
MDD143-NavyBlue-S",60.72,2025/11/28,高慧慧,,
2025/11/27,LC8106846,,,已发货,是,不退运费,不退运费险,产品问题,3件退全款,212.13,2025/11/28,陈楚文,,
2025/11/27,LC8110889,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,87.67,2025/11/28,高慧慧,€75.56 EUR,
2025/11/27,LC8110130,单号登记重复，请检查,,已发货,否,不退运费,不退运费险,产品问题,"1件退40%
BOT04-MistBlue-XL",24.52,2025/11/28,陈楚文,$34.40 CAD,
2025/11/27,LC8113043,,,未发货且标记取消,否,退运费,退运费险,缺货问题,退整单,142.84,2025/11/28,陈楚文,,
2025/11/27,LC8112864,,,未发货且标记取消,否,不退运费,不退运费险,缺货问题,"2件退全款
MDD145-BurgundyRed-XXL
MXD70-NavyBlue-XXL",143.84,2025/11/28,陈楚文,,
2025/11/27,LC8112325,,,未发货且标记取消,否,退运费,退运费险,缺货问题,整单全退,105.58,2025/11/28,DiningJia(贾迪宁）,€91.06 EUR,
2025/11/28,LC8111231,,,未发货且标记取消,否,退运费,退运费险,缺货问题,整单全退,102.17,2025/11/29,兰婷,€88.11 EUR,
2025/11/28,LC8110473,,,已发货,否,不退运费,不退运费险,产品问题,"1件退40%
LOT36-CharcoalBlack-XL",24.31,2025/11/29,兰婷,£18.36 GBP,
2025/11/28,LC8112061,,,已发货,是,不退运费,不退运费险,产品问题,2件退全款,152.82,2025/11/29,兰婷,,
2025/11/28,LC8110266,,,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MDD126-CrimsonFloral-M",82.62,2025/11/29,陈楚文,£62.40 GBP,
2025/11/28,LC8110990,,,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
OT57-SageApple-L",58.49,2025/11/29,陈楚文,$89.25 AUD,
2025/11/28,LC8110041 ,,,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
JK22-Rosewood-L",65.18,2025/11/29,陈楚文,$99.45 AUD,
2025/11/28,LC8112621,,,未发货且标记取消,否,退运费,退运费险,缺货问题,退整单,138.84,2025/11/29,陈楚文,,
2025/11/28,LC8113559,,,未发货且标记取消,否,不退运费,不退运费险,订单异常/取消/修改订单,"1件退全款
LOT32-NavyBlue-XL",44.48,2025/11/29,陈楚文,€38.36 EUR,
2025/11/28,LC8113362,,,发货已拦截,否,退运费,退运费险,订单异常/取消/修改订单,退整单,104.19,2025/11/29,徐正添,kr671.00 DKK,
2025/11/28,LC8113592,,,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,退整单,201.88,2025/11/29,DiningJia(贾迪宁）,,
2025/11/28,LC8113488,,,发货已拦截,否,退运费,退运费险,订单异常/取消/修改订单,退整单,63.82,2025/11/29,DiningJia(贾迪宁）,,
2025/11/28,LC8113524,,,发货已拦截,否,退运费,退运费险,订单异常/取消/修改订单,退整单,215.28,2025/11/29,DiningJia(贾迪宁）,$301.00 CAD,
2025/11/29,LC8111905,,,未发货,否,不退运费,不退运费险,缺货问题,"1件退10%
MDD145-BurgundyRed-L",10.21,2025/11/30,徐正添,€8.80 EUR,
2025/11/29,LC8113690,,,发货已拦截,否,不退运费,不退运费险,订单异常/取消/修改订单,"取消1件
PT36-SageGreen-L",58.32,2025/11/30,兰婷,,
2025/11/29,LC8113476,,,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,退整单,3,2025/11/30,兰婷,,
2025/11/29,LC8111789,,,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
lws-mxd16ol-s",103.41,2025/11/30,兰婷,,
2025/11/29,LC8104403,,,已发货,是,不退运费,不退运费险,产品问题,"3件退全款
LWS-MDD64-SeaBlue-M
MDD104-MeadowDot-M
MDD126-BlossomNavy-M",288.63,2025/11/30,徐正添,,
2025/11/29,LC8113788,,,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,退整单,57.8,2025/11/30,兰婷,,
2025/11/29,LC8109186,,,已发货,是,不退运费,不退运费险,产品问题,3件退全款,84.7,2025/11/30,兰婷,,
2025/11/29,LC8113661,,,未发货,否,不退运费,不退运费险,券/折扣问题,"2件退15%
LWS-OT17-OpticWhite-M
SKT14-OceanCream-L",19.47,2025/11/30,兰婷,,
2025/11/29,LC848209,,,已发货,是,不退运费,不退运费险,产品问题,"2件退全款
OT48-PumpkinStripe-XL
PT22-OpticWhite-L",119.97,2025/11/30,兰婷,,
2025/11/29,LC8111019,,,未发货,否,不退运费,不退运费险,缺货问题,"1件退15%
MDD145-BurgundyRed-XL",14.72,2025/11/30,兰婷,£11.12 GBP,
2025/11/29,LC8111944,单号登记重复，请检查,,未发货且标记取消,否,不退运费,不退运费险,缺货问题,"2件退全款
BOT03-MossyGreen-XL
PT60-MossyGreen-XXL
",107.84,2025/11/30,陈楚文,,
2025/11/29,LC8112247,,,已发货,否,不退运费,不退运费险,产品问题,"1件退40%
MXD64-Coffee-S",37.96,2025/11/30,兰婷,,
2025/11/30,LC8105067,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,52.16,2025/12/01,兰婷,,
2025/11/30,LC8112395,,,未发货且标记取消,否,退运费,退运费险,缺货问题,退整单,168.44,2025/12/01,兰婷,,
2025/11/30,LC8111388,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,89.9,2025/12/01,兰婷,,
2025/11/30,LC8111944,单号登记重复，请检查,,已发货,否,不退运费,不退运费险,产品问题,"5件退40%
JK23-IndigoDenim-XXL
PT46-IndigoDenim-XXL
LWS-PT21WH-XXL
LWS-PT21LDGY-XXL
LWS-PT21BK-XXL",154.88,2025/12/01,兰婷,,
2025/11/30,LC8109390,,,已发货,是,不退运费,不退运费险,产品问题,"2件全退
MXD64-Coffee-L
JK26-EspressoBrown-L",207.69,2025/12/01,DiningJia(贾迪宁）,£156.87 GBP,
2025/12/01,LC8109338,,,已发货,是,不退运费,不退运费险,产品问题,2件退全款,129.8,2025/12/02,陈楚文,,
2025/12/01,LC8113752,,,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,退整单,62.28,2025/12/02,陈楚文,$87.20 CAD,
2025/12/01,LC8113975,,,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,退整单,159.76,2025/12/02,陈楚文,,
2025/12/01,LC8111738,,,已发货,否,不退运费,不退运费险,产品问题,"1件退40%
MXD56-NavyBlue-L",28.57,2025/12/02,陈楚文,€24.62 EUR,
2025/12/01,LC8103216,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,75.51,2025/12/02,陈楚文,,
2025/12/01,LC8102550,单号登记重复，请检查,,未发货且标记取消,否,不退运费,不退运费险,缺货问题,"2件退全款
03SW01-Beige-M
LOT05-NavyBlue-M",209.82,2025/12/02,陈楚文,,
2025/12/01,LC8112446,,,已发货,否,不退运费,不退运费险,产品问题,1件退40%,29.31,2025/12/02,陈楚文,$41.04 CAD,
2025/12/01,LC8110528,,,未发货且标记取消,否,退运费,退运费险,缺货问题,退整单,125.16,2025/12/02,陈楚文,€107.85 EUR,
2025/12/02,LC8105854,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,85.41,2025/12/03,兰婷,,
2025/12/02,LC8110513,,,已发货,否,不退运费,不退运费险,产品问题,1件退40%,31.46,2025/12/03,兰婷,£23.80 GBP,
2025/12/02,LC8109528,,,已发货,否,不退运费,不退运费险,产品问题,"1件退40%
MXD57-Olive-M",35.96,2025/12/03,陈楚文,,
2025/12/02,LC8110456,,,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MXD56-BurgundyRed-M",79.11,2025/12/03,高慧慧,,
2025/12/02,LC8112445,,,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MDD126-CrimsonFloral-XL",79.92,2025/12/03,陈楚文,,
2025/12/02,LC8111968,,,已发货,否,不退运费,不退运费险,产品问题,1件退40%,35.96,2025/12/03,陈楚文,,
2025/12/02,LC8114188,,,发货已拦截,否,不退运费,不退运费险,订单异常/取消/修改订单,"1件退全款
LWS-JK22NBL-M",44.72,2025/12/03,高慧慧,,
2025/12/02,LC8114255,,,发货已拦截,否,退运费,退运费险,订单异常/取消/修改订单,退整单,136.57,2025/12/03,高慧慧,€117.42 EUR,
2025/12/02,LC8110975,,,已发货,否,不退运费,不退运费险,瑕疵问题,"2件退全款
ACC-SCK08-Black-M
ACC-SCK08-DarkGrey-M",78.84,2025/12/03,高慧慧,€67.92 EUR,
2025/12/03,LC8114329,,,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,退整单,136.63,2025/12/04,高慧慧,$190.60 CAD,
2025/12/03,LC8113851,,,未发货且标记取消,否,退运费,退运费险,订单异常/取消/修改订单,退整单,79.93,2025/12/04,高慧慧,⁠$111.50 CAD,
2025/12/03,LC8111565,,,已发货,否,不退运费,不退运费险,产品问题,"3件退40%
OT33-SunsetPlaid-M
MXD64-Coffee-M
LWS-OT32PP-M
",75.11,2025/12/04,高慧慧,,
2025/12/03,LC8107052,,,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
PT57-CharcoalGrey-S",72.17,2025/12/04,陈楚文,,
2025/12/03,LC857173,,,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
LWS-PT16WH-XL",59.48,2025/12/04,高慧慧,€50.96 EUR,
2025/12/03,LC8105090,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,89.91,2025/12/04,高慧慧,,
2025/12/03,LC8108325,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,80.67,2025/12/04,高慧慧,,
2025/12/03,LC8109722,,,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MXD64-NavyBlue-XXL",82.73,2025/12/04,高慧慧,,
2025/12/03,LC8109785,,,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MXD35-NavyBlue-L",103.13,2025/12/04,高慧慧,,
2025/12/03,LC8109802,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,74.9,2025/12/04,高慧慧,,
2025/12/03,LC8110020,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,42.42,2025/12/04,高慧慧,,
2025/12/03,LC8110427,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,93.2,2025/12/04,高慧慧,zł 337.50 PLN,
2025/12/03,LC8110801,,,已发货,是,不退运费,不退运费险,产品问题,2件退全款,170.82,2025/12/04,高慧慧,,
2025/12/03,LC8110844,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,55.48,2025/12/04,高慧慧,$77.40 CAD,
2025/12/03,LC8110911,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,84.51,2025/12/04,高慧慧,,
2025/12/03,LC8110946,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,80.67,2025/12/04,高慧慧,,
2025/12/03,LC8110980,,,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MDD146-NavyBlue-M",80.91,2025/12/04,高慧慧,,
2025/12/03,LC8111148,,,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MDD126-BlossomNavy-M",87.12,2025/12/04,高慧慧,$121.55 CAD,
2025/12/03,LC8111399,,,已发货,是,不退运费,不退运费险,产品问题,2件退全款,114.8,2025/12/04,高慧慧,,
2025/12/03,LC8112219,,,已发货,是,不退运费,不退运费险,产品问题,2件退全款,189.8,2025/12/04,高慧慧,,
2025/12/03,LC8112754,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,82.43,2025/12/04,高慧慧,$115.00 CAD,
2025/12/04,LC8112368,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,89.9,2025/12/05,陈楚文,,
2025/12/04,LC8114534,,,未发货,否,不退运费,退运费险,券/折扣问题,退全部运费险$6,6,2025/12/05,陈楚文,,
2025/12/04,LC8111749,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,85.41,2025/12/05,陈楚文,,
2025/12/04,LC8104455,,,已发货,是,不退运费,不退运费险,产品问题,2件退全款,116.92,2025/12/05,陈楚文,€100.22 EUR,
2025/12/04,LC8111390,,,已发货,否,不退运费,不退运费险,产品问题,1件退40%,36.95,2025/12/05,陈楚文,€31.67 EUR,
2025/12/04,LC8112867,,,已发货,否,不退运费,不退运费险,产品问题,1件退40%,18.89,2025/12/05,陈楚文,€16.19 EUR,
2025/12/04,LC8111589,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,85.41,2025/12/05,高慧慧,,
2025/12/04,LC8111548,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,76.42,2025/12/05,高慧慧,,
2025/12/04,LC8109525,,,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
MXD64-RaspberryRed-L",80.67,2025/12/05,高慧慧,,
2025/12/05,LC8109780,,,已发货,是,不退运费,不退运费险,产品问题,2件退全款,104.8,2025/12/06,高慧慧,,
2025/12/05,LC8112529,,,未发货且标记取消,否,退运费,退运费险,缺货问题,退整单,149.38,2025/12/06,高慧慧,$206.40 CAD,
2025/12/05,LC8109265,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,61.33,2025/12/06,高慧慧,£46.00 GBP,
2025/12/05,LC8112082,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,102.67,2025/12/06,高慧慧,£77.00 GBP,
2025/12/05,LC8113302,,,已发货,否,不退运费,不退运费险,券/折扣问题,"1件（原价）退5%
MXD70-NavyBlue-S",3.99,2025/12/06,高慧慧,需退$3.99,
2025/12/05,LC8110541,,,已发货,是,不退运费,不退运费险,产品问题,4件退全款,206.88,2025/12/06,高慧慧,,
2025/12/05,LC831924,,,已发货,是,不退运费,不退运费险,产品问题,"1件退全款
LWS-ST05-Peanut-S",98.91,2025/12/06,高慧慧,,
2025/12/05,LC8111513,,,已发货,是,不退运费,不退运费险,产品问题,1件退全款,80.91,2025/12/06,高慧慧,,
2025/12/05,LC8105753,,,已发货,是,不退运费,不退运费险,产品问题,2件退全款,155.39,2025/12/06,高慧慧,,
2025/12/05,LC8111305,,,已发货,否,不退运费,不退运费险,产品问题,1件退40%,33.96,2025/12/06,高慧慧,,
2025/12/05,LC8111042,,,已发货,是,不退运费,不退运费险,产品问题,"1件全退款
PT57-EspressoBrown-L",76.41,2025/12/06,DiningJia(贾迪宁）,,
2025/12/06,LC8106362,,,已发货,是,不退运费,不退运费险,产品问题,"2件全退款
PT54-LightGrey-M
MXD57-Olive-M",148.32,2025/12/07,兰婷,,
